조사년도,조사월,주차,환경,종,사업명,권역,월,월.1,수거일,지역1,지역2,방법,설치류 및 채집기번호,설치류종명,개체수,채집기간,실험개체수,Pool No.,양성 Pools,비고,Sex (M/F),Weight (g),Head+body (Cm),Tail (Cm),Total size(Cm),ear (Cm),Foot size (Cm),확정,확정일자,입력일자,입력자(아이디)
2025년,11월,48,논,Leptotrombidium(L.) palpale,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-26,강원,철원군,털진드기 채집기,2,미포획,1,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-12-01,최연희(chldusgmlek)
2025년,11월,48,논,Neotrombicula(P.) kwangneungensis,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-26,강원,철원군,털진드기 채집기,3,미포획,6,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-12-01,최연희(chldusgmlek)
2025년,11월,48,논,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-26,강원,철원군,털진드기 채집기,1,미포획,38,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-12-01,최연희(chldusgmlek)
2025년,11월,48,밭,Leptotrombidium(L.) tectum,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-26,강원,철원군,털진드기 채집기,7,미포획,1,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-12-01,최연희(chldusgmlek)
2025년,11월,48,밭,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-26,강원,철원군,털진드기 채집기,5,미포획,39,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-12-01,최연희(chldusgmlek)
2025년,11월,48,수로,Neotrombicula(A.) japonica ,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-26,강원,철원군,털진드기 채집기,8,미포획,5,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-12-01,최연희(chldusgmlek)
2025년,11월,48,수로,Neotrombicula(P.) kwangneungensis,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-26,강원,철원군,털진드기 채집기,10,미포획,3,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-12-01,최연희(chldusgmlek)
2025년,11월,48,수로,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-26,강원,철원군,털진드기 채집기,9,미포획,13,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-12-01,최연희(chldusgmlek)
2025년,11월,48,초지,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-26,강원,철원군,털진드기 채집기,12,미포획,5,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-12-01,최연희(chldusgmlek)
2025년,12월,49,논,Neotrombicula(P.) kwangneungensis,기후변화매개체감시거점센터,강원1권,2025,12,2025-12-03,강원,철원군,털진드기 채집기,2,미포획,1,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-12-09,최연희(chldusgmlek)
2025년,12월,49,논,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2025,12,2025-12-03,강원,철원군,털진드기 채집기,1,미포획,47,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-12-09,최연희(chldusgmlek)
2025년,12월,49,밭,Leptotrombidium(L.) scutellare scutellare ,기후변화매개체감시거점센터,강원1권,2025,12,2025-12-03,강원,철원군,털진드기 채집기,4,미포획,1,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-12-09,최연희(chldusgmlek)
2025년,12월,49,밭,Neotrombicula(P.) kwangneungensis,기후변화매개체감시거점센터,강원1권,2025,12,2025-12-03,강원,철원군,털진드기 채집기,5,미포획,2,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-12-09,최연희(chldusgmlek)
2025년,12월,49,밭,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2025,12,2025-12-03,강원,철원군,털진드기 채집기,3,미포획,43,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-12-09,최연희(chldusgmlek)
2025년,12월,49,수로,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2025,12,2025-12-03,강원,철원군,털진드기 채집기,6,미포획,4,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-12-09,최연희(chldusgmlek)
2025년,12월,49,초지,기타,기후변화매개체감시거점센터,강원1권,2025,12,2025-12-03,강원,철원군,털진드기 채집기,7,미포획,0,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-12-09,최연희(chldusgmlek)
2025년,12월,50,논,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2025,12,2025-12-10,강원,철원군,털진드기 채집기,1,미포획,2,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-12-22,최연희(chldusgmlek)
2025년,12월,51,논,Neotrombicula(P.) kwangneungensis,기후변화매개체감시거점센터,강원1권,2025,12,2025-12-17,강원,철원군,털진드기 채집기,5,미포획,1,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-12-22,최연희(chldusgmlek)
2025년,12월,51,논,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2025,12,2025-12-17,강원,철원군,털진드기 채집기,5,미포획,6,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-12-22,최연희(chldusgmlek)
2025년,12월,51,수로,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2025,12,2025-12-17,강원,철원군,털진드기 채집기,3,미포획,3,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-12-22,최연희(chldusgmlek)
2025년,12월,51,초지,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2025,12,2025-12-17,강원,철원군,털진드기 채집기,4,미포획,1,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-12-22,최연희(chldusgmlek)
